항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"10,793.2","11,166.1","11,885.8","11,585.0","16,115.9",39.1
유동자산,"4,226.7","4,598.1","5,303.4","4,913.0","9,302.5",89.3
재고자산,"1,298.8","1,272.3","1,107.5","1,351.1","1,929.1",42.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,399.7,309.3,250.9,712.4,"3,422.5",380.4
매출채권및기타채권,"1,918.5","2,162.7","2,330.6","1,737.4","1,940.3",11.7
당기법인세자산(선급법인세),0.3,2.2,0.2,0.0,0.5,"4,589.0"
계약자산,,30.0,12.9,244.5,210.1,-14.1
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,186.3,151.1,128.7,64.6,130.5,102.1
현금및현금성자산,423.3,670.4,"1,472.6",803.1,"1,669.3",107.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,"6,566.5","6,568.0","6,582.4","6,672.0","6,813.4",2.1
유형자산,"4,680.0","4,507.3","4,522.2","4,581.5","4,728.3",3.2
무형자산,346.6,356.9,338.4,302.4,362.2,19.8
비유동생물자산,,,,,,
투자부동산,"1,061.1","1,233.5","1,214.3","1,150.5","1,112.1",-3.3
투자자산,315.9,352.8,377.5,387.5,417.6,7.8
장기매출채권및기타채권,79.9,56.4,21.5,110.5,55.0,-50.2
이연법인세자산,83.0,61.1,83.2,73.1,74.8,2.3
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,25.4,66.5,63.4,-4.6
기타금융업자산,,,,,,
*순자산1,"4,501.7","4,475.3","5,164.8","5,195.4","8,848.4",70.3
*순자산2,"4,155.1","4,118.5","4,826.4","4,893.0","8,486.2",73.4
부채총계,"6,291.5","6,690.8","6,720.9","6,389.6","7,267.6",13.7
유동부채,"4,360.5","5,077.5","3,924.7","3,781.6","5,325.4",40.8
단기사채,,,,,,
단기차입금,"2,382.6","3,217.5","1,626.6","1,220.6",765.4,-37.3
유동성장기부채,103.0,77.7,207.7,270.0,"1,330.0",392.6
당기손익-공정가치측정금융부채,,,56.8,,,
상각후원가측정금융부채,,,,,,
유동금융부채,26.5,82.5,81.7,136.1,157.1,15.4
매입채무및기타채무,940.5,"1,156.8","1,403.9","1,426.7","2,040.5",43.0
유동종업원급여충당부채,,,,,4.5,
단기충당부채,,8.6,32.5,19.3,55.9,189.1
당기법인세부채(미지급법인세),45.2,34.3,56.9,37.9,282.3,643.9
계약부채,,,9.1,3.9,21.1,440.2
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,862.7,500.0,449.5,667.1,668.5,0.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"1,931.1","1,613.2","2,796.2","2,608.0","1,942.2",-25.5
사채,251.6,365.7,272.3,,284.5,
장기차입금,877.8,370.1,"1,640.0","1,689.5",700.8,-58.5
당기손익-공정가치측정금융부채,,,4.2,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,26.4,42.5,33.2,-21.8
장기매입채무및기타채무,,124.2,55.7,36.6,45.6,24.5
비유동종업원급여충당부채,384.6,382.9,425.9,424.0,439.0,3.5
장기충당부채,,,31.1,47.1,37.0,-21.4
이연법인세부채,368.0,358.6,323.8,349.6,382.8,9.5
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,49.1,11.8,16.9,18.8,19.2,2.4
기타금융업부채,,,,,,
*이자발생부채,"3,615.0","4,031.0","3,829.4","3,216.7","3,114.8",-3.2
*순부채,"3,017.9","3,129.5","2,124.8","1,754.3","-1,860.4",-206.1
*CAPEX,299.5,262.1,230.1,296.7,448.3,51.1
자본총계,"4,501.7","4,475.3","5,164.8","5,195.4","8,848.4",70.3
지배주주지분,"2,684.2","2,710.5","2,869.5","2,896.7","4,170.3",44.0
자본금,498.5,498.5,498.5,498.5,498.5,0.0
신종자본증권,,,,,,
자본잉여금,"1,131.7","1,131.7","1,194.7","1,299.1","1,618.1",24.6
기타자본,-167.2,-167.2,-167.2,-166.9,-166.9,0.0
기타포괄이익누계액,-32.2,-44.7,-33.6,-28.4,-26.1,8.2
이익잉여금,"1,253.4","1,292.2","1,377.1","1,294.3","2,246.6",73.6
*(지배)당기순이익,-196.2,-14.4,126.0,101.1,200.7,98.5
비지배주주지분,"1,817.5","1,764.8","2,295.4","2,298.7","4,678.1",103.5
*(비지배)당기순이익,-1.7,23.3,98.1,67.2,132.2,96.7
수권주식수,"200,000","200,000","200,000","200,000","200,000",0
1주당금액,100,100,"1,000","1,000","1,000",0
발행주식수,"49,347","49,347","49,347","49,347","49,347",0
보통주,"49,347","49,347","49,347","49,347","49,347",0
우선주,,,,,,
