항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,050.7","2,000.8","2,204.4","2,249.2","2,450.2",8.9
유동자산,"1,362.2","1,314.9","1,440.3","1,472.4","1,554.1",5.5
재고자산,529.2,466.4,477.8,433.5,640.3,47.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,34.8,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,39.3,50.0,27.3
상각후원가측정금융자산,,70.0,151.0,,,
단기금융자산,81.6,38.5,42.4,59.7,40.0,-33.0
매출채권및기타채권,389.1,415.5,413.3,376.2,422.9,12.4
당기법인세자산(선급법인세),11.2,4.3,2.9,8.1,10.7,31.7
계약자산,,0.1,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,6.4,3.9,4.8,4.6,5.2,13.2
현금및현금성자산,344.7,316.3,313.1,550.9,385.0,-30.1
매각예정비유동자산및처분자산,,,,,,
비유동자산,688.5,685.9,764.2,776.8,896.1,15.4
유형자산,596.2,587.8,585.9,538.1,558.6,3.8
무형자산,17.6,20.3,18.3,17.3,159.9,822.7
비유동생물자산,,,,,,
투자부동산,8.9,9.1,9.5,9.1,9.6,5.3
투자자산,2.1,2.6,3.8,26.1,31.7,21.5
장기매출채권및기타채권,,,,,,
이연법인세자산,63.8,66.1,61.5,59.2,11.1,-81.2
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,85.1,127.0,125.2,-1.4
기타금융업자산,,,,,,
*순자산1,"1,700.0","1,664.4","1,750.0","1,736.5","1,894.8",9.1
*순자산2,"1,682.4","1,644.1","1,731.7","1,719.1","1,734.9",0.9
부채총계,350.7,336.4,454.5,512.7,555.4,8.3
유동부채,307.5,276.7,327.0,325.4,369.5,13.6
단기사채,,,,,,
단기차입금,,7.5,,1.3,1.3,-4.4
유동성장기부채,,,,,10.9,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,42.8,30.4,33.7,10.8
매입채무및기타채무,284.7,252.6,276.4,284.1,314.2,10.6
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),10.3,3.3,3.3,7.0,8.0,13.9
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,12.5,13.2,4.4,2.5,1.5,-41.9
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,43.2,59.7,127.5,187.3,185.9,-0.8
사채,,,,,,
장기차입금,,,,,0.7,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,45.3,103.2,114.2,10.6
장기매입채무및기타채무,3.7,1.2,0.6,,,
비유동종업원급여충당부채,14.6,32.4,48.2,56.7,38.8,-31.5
장기충당부채,,,,,,
이연법인세부채,24.8,26.0,33.5,27.4,32.3,17.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,7.5,88.0,135.0,154.0,14.1
*순부채,-423.4,-414.3,-450.6,-511.8,-317.6,37.9
*CAPEX,45.8,71.6,54.8,30.9,86.4,179.9
자본총계,"1,700.0","1,664.4","1,750.0","1,736.5","1,894.8",9.1
지배주주지분,"1,604.5","1,577.1","1,657.4","1,633.2","1,774.7",8.7
자본금,78.0,78.0,78.0,78.0,78.0,0.0
신종자본증권,,,,,,
자본잉여금,591.0,591.0,591.0,591.0,590.2,-0.1
기타자본,,,,,,
기타포괄이익누계액,-197.9,-239.4,-209.5,-245.9,-180.3,26.6
이익잉여금,"1,133.3","1,147.5","1,197.9","1,210.1","1,286.8",6.3
*(지배)당기순이익,56.6,41.7,68.3,26.8,71.2,165.6
비지배주주지분,95.5,87.3,92.5,103.2,120.1,16.4
*(비지배)당기순이익,0.2,-4.4,7.3,15.8,3.1,-80.6
수권주식수,"30,000","30,000","30,000","30,000","30,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"15,605","15,605","15,605","15,605","15,605",0
보통주,"15,605","15,605","15,605","15,605","15,605",0
우선주,,,,,,
