항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"1,475.1","1,214.2","1,593.4","1,617.0","2,414.0",49.3
유동자산,718.8,625.1,598.9,556.8,658.5,18.3
재고자산,66.8,50.2,59.5,45.6,79.4,74.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,4.6,11.4,10.3,9.9,10.3,3.8
매출채권및기타채권,605.5,524.0,434.1,431.6,527.4,22.2
당기법인세자산(선급법인세),0.0,1.7,0.1,0.1,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,33.6,24.3,89.3,34.8,38.7,10.9
현금및현금성자산,8.3,13.4,5.5,34.8,2.8,-92.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,756.3,589.1,994.5,"1,060.2","1,755.6",65.6
유형자산,141.7,139.8,145.9,197.8,236.3,19.5
무형자산,41.2,40.2,40.5,25.5,31.1,22.3
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,408.2,211.1,274.4,315.9,971.8,207.6
장기매출채권및기타채권,152.4,145.5,173.2,191.4,208.7,9.0
이연법인세자산,12.9,52.5,41.0,42.9,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,319.5,286.7,307.6,7.3
기타금융업자산,,,,,,
*순자산1,624.5,477.7,517.3,494.2,"1,033.2",109.0
*순자산2,583.3,437.5,476.7,468.8,"1,002.1",113.8
부채총계,850.7,736.4,"1,076.1","1,122.7","1,380.9",23.0
유동부채,772.6,651.9,814.7,888.5,"1,068.2",20.2
단기사채,,,,,,
단기차입금,234.3,160.5,261.3,196.9,227.8,15.7
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,104.9,134.9,134.0,-0.6
매입채무및기타채무,521.8,482.4,436.3,515.1,661.8,28.5
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),14.3,3.7,6.8,22.9,18.1,-21.0
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,2.2,5.2,5.5,18.7,26.4,41.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,78.0,84.5,261.4,234.2,312.6,33.5
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,176.8,158.5,164.0,3.4
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,78.0,84.5,70.3,61.1,25.0,-59.0
장기충당부채,,,14.2,14.5,18.9,30.1
이연법인세부채,,,,,104.7,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,234.3,160.5,543.0,471.1,525.9,11.6
*순부채,221.5,138.2,530.2,431.8,518.7,20.1
*CAPEX,74.5,60.4,77.1,67.0,101.7,51.7
자본총계,624.5,477.7,517.3,494.2,"1,033.2",109.0
지배주주지분,624.5,477.7,517.3,494.2,"1,033.2",109.0
자본금,62.1,62.1,62.1,62.1,62.1,0.0
신종자본증권,,,,,,
자본잉여금,192.6,192.6,192.6,192.6,192.6,0.0
기타자본,-38.7,-44.4,-46.0,-68.7,-68.7,0.0
기타포괄이익누계액,141.1,11.4,42.4,55.5,561.9,912.5
이익잉여금,267.4,256.0,266.2,252.7,285.2,12.9
*(지배)당기순이익,95.2,75.2,108.3,127.5,143.9,12.8
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"60,000","60,000","60,000","60,000","60,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"12,428","12,428","12,428","12,428","12,428",0
보통주,"11,558","11,558","11,558","11,558","11,558",0
우선주,870,870,870,870,870,0
