항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,550.5,606.8,617.6,575.9,597.1,3.7
유동자산,343.1,323.2,398.3,413.9,478.3,15.6
재고자산,66.2,74.0,116.0,121.4,152.0,25.1
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,7.7,2.4,0.5,7.7,"1,320.0"
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,38.7,74.2,15.4,1.6,,
매출채권및기타채권,30.6,58.5,120.1,67.2,105.7,57.3
당기법인세자산(선급법인세),1.0,1.1,1.6,0.8,0.5,-38.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,26.2,31.8,27.0,27.5,71.6,160.0
현금및현금성자산,180.4,75.9,115.7,192.9,140.8,-27.0
매각예정비유동자산및처분자산,,,,1.9,,
비유동자산,207.4,283.6,219.3,162.0,118.8,-26.7
유형자산,46.5,124.0,73.2,75.8,68.3,-10.0
무형자산,25.3,16.1,39.9,13.1,13.0,-0.6
비유동생물자산,,,,,,
투자부동산,,,,,8.7,
투자자산,78.1,85.5,53.6,48.3,22.3,-53.8
장기매출채권및기타채권,,,23.8,2.3,,
이연법인세자산,,,1.6,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,57.5,58.0,27.1,22.5,6.5,-71.0
기타금융업자산,,,,,,
*순자산1,485.3,446.4,427.5,376.6,452.7,20.2
*순자산2,460.0,430.4,387.5,363.5,439.7,20.9
부채총계,65.3,160.4,190.1,199.3,144.5,-27.5
유동부채,51.2,103.0,113.9,124.3,83.7,-32.7
단기사채,,58.0,,,13.9,
단기차입금,,0.4,13.0,43.0,,
유동성장기부채,,,3.1,1.8,2.0,13.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,3.0,,,,11.3,
매입채무및기타채무,40.6,39.0,75.2,72.5,52.9,-27.1
유동종업원급여충당부채,,,,,,
단기충당부채,1.4,0.5,1.2,2.8,2.1,-25.9
당기법인세부채(미지급법인세),,,0.3,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,6.1,5.1,21.1,4.3,1.5,-64.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,14.1,57.4,76.3,74.9,60.8,-18.9
사채,,,,44.5,,
장기차입금,,43.0,46.5,,43.0,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,13.3,19.8,2.1,-89.6
장기매입채무및기타채무,8.1,7.9,7.6,7.5,7.2,-4.4
비유동종업원급여충당부채,6.0,3.5,5.7,2.9,8.3,185.8
장기충당부채,,,0.2,,,
이연법인세부채,,,3.0,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,0.2,0.2,-3.9
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,3.0,,0.0,,
기타금융업부채,,,,,,
*이자발생부채,,101.4,75.9,91.6,61.0,-33.5
*순부채,-185.7,-25.2,-49.3,-102.9,-87.6,14.9
*CAPEX,49.5,96.3,7.5,13.3,3.2,-75.8
자본총계,485.3,446.4,427.5,376.6,452.7,20.2
지배주주지분,474.5,435.4,389.5,376.4,455.0,20.9
자본금,98.8,98.8,106.8,109.2,118.4,8.4
신종자본증권,,,,,,
자본잉여금,502.7,502.4,522.2,529.7,568.9,7.4
기타자본,-28.9,-20.6,-26.9,-21.5,-21.5,0.0
기타포괄이익누계액,0.3,-0.6,-21.6,-22.7,-22.7,-0.3
이익잉여금,-98.3,-144.5,-190.9,-218.4,-188.1,13.9
*(지배)당기순이익,-55.8,-48.3,-45.8,-22.5,33.6,249.8
비지배주주지분,10.8,11.0,38.0,0.2,-2.3,"-1,262.0"
*(비지배)당기순이익,-6.1,-2.4,-2.0,-7.4,-2.5,66.2
수권주식수,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",0
1주당금액,100,100,100,200,200,0
발행주식수,"98,773","98,773","106,752","54,612","59,199",8
보통주,"98,773","98,773","106,752","54,612","59,199",8
우선주,,,,,,
