항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"32,759.6","33,138.0","35,895.1","38,935.6","44,605.9",14.6
유동자산,"11,321.2","10,572.4","12,594.8","14,759.2","16,510.3",11.9
재고자산,"2,836.2","3,376.7","3,067.6","3,326.0","5,005.3",50.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,1.5,,,0.0,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,"4,516.3","3,125.5","4,829.6","6,103.5","5,776.4",-5.4
매출채권및기타채권,"2,883.6","2,913.2","2,878.4","2,930.5","3,494.9",19.3
당기법인세자산(선급법인세),,1.7,46.7,9.0,4.7,-47.4
계약자산,,,,,,
반품(환불)자산,,8.9,10.7,11.9,6.6,-44.9
배출권,,,,,,
기타유동자산,99.9,112.0,139.2,117.5,119.5,1.7
현금및현금성자산,985.2,"1,032.9","1,622.5","1,875.8","1,758.2",-6.3
매각예정비유동자산및처분자산,,,,385.0,344.7,-10.5
비유동자산,"21,438.4","22,565.6","23,300.4","24,176.5","28,095.6",16.2
유형자산,"12,125.8","13,231.3","14,081.0","14,582.1","16,163.7",10.8
무형자산,"2,878.6","2,792.1","2,754.1","2,680.9","3,614.8",34.8
비유동생물자산,,,,,,
투자부동산,"1,185.9","1,014.9","1,005.4",780.3,960.5,23.1
투자자산,"4,997.8","5,252.2","5,270.4","5,912.0","7,144.8",20.9
장기매출채권및기타채권,199.7,210.2,152.1,151.3,129.9,-14.1
이연법인세자산,40.9,31.9,26.1,36.3,68.0,87.0
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,9.6,32.9,11.1,33.5,14.0,-58.3
기타금융업자산,,,,,,
*순자산1,"19,397.9","20,019.4","20,295.1","21,557.9","24,254.1",12.5
*순자산2,"16,519.2","17,227.3","17,540.9","18,877.0","20,639.2",9.3
부채총계,"13,361.7","13,118.6","15,600.1","17,377.8","20,351.8",17.1
유동부채,"5,438.4","6,565.0","5,271.3","6,820.5","10,027.6",47.0
단기사채,,,,,,
단기차입금,"1,454.5","1,011.6","1,210.5",707.6,"1,913.9",170.4
유동성장기부채,372.5,"1,750.1",229.5,"1,825.8","3,264.3",78.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,37.5,5.2,106.7,113.5,49.7,-56.2
매입채무및기타채무,"3,243.1","3,467.8","3,444.5","3,755.2","4,127.2",9.9
유동종업원급여충당부채,,,,,,
단기충당부채,5.1,15.3,12.8,21.9,19.0,-13.6
당기법인세부채(미지급법인세),126.2,134.5,72.2,200.3,456.1,127.7
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,199.6,180.6,195.1,196.1,197.4,0.7
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"7,923.3","6,553.6","10,328.8","10,557.3","10,324.2",-2.2
사채,"4,389.0","3,441.5","6,984.6","6,986.6","5,928.6",-15.1
장기차입금,"1,970.3","1,561.0","1,685.2","1,895.3","1,655.9",-12.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,612.8,
비유동금융부채,21.9,19.7,179.0,117.8,205.8,74.7
장기매입채무및기타채무,138.4,134.1,145.2,155.6,175.2,12.6
비유동종업원급여충당부채,249.5,267.3,179.6,126.1,114.9,-8.9
장기충당부채,,,,,,
이연법인세부채,"1,148.7","1,124.7","1,153.3","1,275.0","1,627.8",27.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,5.6,5.3,2.0,0.9,3.2,242.1
기타금융업부채,,,,,,
*이자발생부채,"8,210.2","7,786.0","10,372.6","11,610.9","13,618.9",17.3
*순부채,"2,708.8","3,628.3","3,924.0","3,636.5","6,096.9",67.7
*CAPEX,871.5,"1,582.6","1,577.7","1,602.5","1,819.4",13.5
자본총계,"19,397.9","20,019.4","20,295.1","21,557.9","24,254.1",12.5
지배주주지분,"13,735.3","14,116.4","14,196.3","15,196.5","17,515.6",15.3
자본금,443.4,443.4,443.4,443.4,443.4,0.0
신종자본증권,,,,,,
자본잉여금,"3,778.2","3,803.6","3,797.0","3,765.5","3,346.7",-11.1
기타자본,-114.7,-115.5,-115.3,-112.9,-114.7,-1.5
기타포괄이익누계액,419.4,277.0,222.7,390.8,924.4,136.6
이익잉여금,"9,209.1","9,707.9","9,848.5","10,709.7","12,915.8",20.6
*(지배)당기순이익,376.8,699.7,308.7,"1,023.1","2,377.0",132.3
비지배주주지분,"5,662.6","5,903.1","6,098.7","6,361.3","6,738.4",5.9
*(비지배)당기순이익,295.1,325.4,311.7,409.5,363.9,-11.2
수권주식수,"30,000","30,000","30,000","30,000","30,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"8,868","8,868","8,868","8,868","8,868",0
보통주,"8,564","8,564","8,564","8,564","8,564",0
우선주,304,304,304,304,304,0
