항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"1,996.6","2,041.8","2,408.8","1,942.3","2,021.0",4.0
유동자산,"1,082.9","1,004.6","1,208.5",780.4,656.1,-15.9
재고자산,312.1,327.1,250.8,210.0,180.1,-14.2
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,85.0,50.3,-40.8
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,52.6,114.9,72.6,116.2,119.3,2.6
매출채권및기타채권,286.8,310.3,297.3,151.7,148.1,-2.4
당기법인세자산(선급법인세),0.0,0.0,1.4,2.3,2.5,6.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,54.2,45.7,46.2,45.0,20.5,-54.3
현금및현금성자산,277.1,206.7,540.1,170.3,135.3,-20.6
매각예정비유동자산및처분자산,100.1,,,,,
비유동자산,913.7,"1,037.2","1,200.3","1,161.8","1,364.9",17.5
유형자산,561.4,669.0,750.2,630.5,633.2,0.4
무형자산,92.4,111.9,103.1,80.9,173.8,115.0
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,242.9,236.0,320.2,379.0,464.1,22.4
장기매출채권및기타채권,,,,,18.0,
이연법인세자산,10.0,16.9,26.8,71.4,75.8,6.1
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,7.0,3.3,0.1,0.0,,
기타금융업자산,,,,,,
*순자산1,"1,141.8","1,055.2",985.8,672.7,952.9,41.6
*순자산2,"1,049.4",943.3,882.7,591.9,779.1,31.6
부채총계,854.8,986.6,"1,423.0","1,269.6","1,068.1",-15.9
유동부채,456.4,573.8,904.0,900.0,656.9,-27.0
단기사채,,,247.2,200.3,11.4,-94.3
단기차입금,100.7,239.9,225.0,393.9,286.0,-27.4
유동성장기부채,,0.9,101.5,,83.2,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,89.7,130.6,117.9,-9.7
매입채무및기타채무,309.7,286.6,202.6,155.7,142.6,-8.4
유동종업원급여충당부채,,,,,,
단기충당부채,9.0,8.7,9.3,8.9,4.8,-46.5
당기법인세부채(미지급법인세),5.8,24.0,16.2,0.8,4.3,454.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,31.1,13.7,12.4,9.8,6.7,-31.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,398.5,412.8,519.0,369.5,411.2,11.3
사채,210.4,231.5,174.7,,,
장기차입금,100.0,101.2,,80.0,164.5,105.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,76.4,68.4,320.2,261.7,212.6,-18.8
장기매입채무및기타채무,,,,,0.3,
비유동종업원급여충당부채,11.7,11.7,23.4,27.4,33.6,22.6
장기충당부채,,,0.8,0.4,0.2,-48.8
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,411.4,574.6,"1,036.4",930.0,764.8,-17.8
*순부채,104.3,271.8,430.1,579.7,478.5,-17.4
*CAPEX,324.0,194.1,63.0,32.9,22.9,-30.4
자본총계,"1,141.8","1,055.2",985.8,672.7,952.9,41.6
지배주주지분,"1,141.8","1,052.5",987.8,627.0,915.1,46.0
자본금,35.3,35.3,35.3,35.3,48.1,36.4
신종자본증권,,,,,,
자본잉여금,539.5,539.5,539.5,559.7,901.6,61.1
기타자본,-26.4,-26.4,-23.6,-26.4,-26.4,0.0
기타포괄이익누계액,-10.6,-9.8,-5.3,-11.7,-16.9,-45.3
이익잉여금,604.1,513.8,441.9,70.0,8.7,-87.5
*(지배)당기순이익,-55.1,-75.6,-54.3,-378.6,-69.4,81.7
비지배주주지분,,2.8,-2.0,45.7,37.8,-17.4
*(비지배)당기순이익,,-2.5,-2.6,-17.7,-22.9,-29.6
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,200,200,200,200,200,0
발행주식수,"17,640","17,640","17,640","17,640","24,055",36
보통주,"17,640","17,640","17,640","17,640","24,055",36
우선주,,,,,,
