항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,991.2","2,988.3","3,080.8","3,090.8","3,318.5",7.4
유동자산,741.7,860.7,965.9,997.0,"1,253.2",25.7
재고자산,190.4,194.4,164.8,137.7,213.4,55.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,,170.2,240.3,241.8,0.6
매출채권및기타채권,487.5,483.0,462.5,445.6,545.9,22.5
당기법인세자산(선급법인세),3.3,,,,,
계약자산,,0.1,0.1,0.1,0.1,-3.6
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.7,4.1,3.2,2.5,3.2,25.7
현금및현금성자산,55.9,179.2,165.0,170.8,248.8,45.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"2,249.4","2,127.5","2,115.0","2,093.8","2,065.3",-1.4
유형자산,"2,206.5","2,102.8","2,091.0","2,067.4","2,039.5",-1.4
무형자산,15.0,14.4,14.4,14.7,13.9,-5.3
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,26.4,9.2,7.9,9.2,9.3,2.0
장기매출채권및기타채권,0.4,0.4,1.2,2.5,2.5,-0.1
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,1.1,0.6,0.5,,,
기타금융업자산,,,,,,
*순자산1,"2,169.2","2,319.7","2,477.7","2,525.7","2,633.6",4.3
*순자산2,"2,154.3","2,305.3","2,463.2","2,511.0","2,619.7",4.3
부채총계,822.0,668.6,603.2,565.1,684.9,21.2
유동부채,556.5,427.2,387.4,385.9,506.7,31.3
단기사채,,,,,,
단기차입금,265.2,29.6,4.4,3.4,8.9,157.9
유동성장기부채,36.7,28.7,29.2,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,2.1,1.9,1.9,-0.1
매입채무및기타채무,254.4,342.3,324.5,371.3,460.5,24.0
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),0.0,26.3,26.9,4.1,33.7,725.8
계약부채,,,,,,
반품(환불)부채,0.1,0.2,0.1,4.5,1.1,-76.6
배출부채,,,,,,
기타유동부채,0.0,0.0,0.1,0.7,0.7,-8.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,265.5,241.4,215.8,179.2,178.2,-0.6
사채,,,,,,
장기차입금,89.5,60.8,31.6,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,4.3,2.2,1.8,-18.6
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,16.2,6.1,5.5,3.5,2.3,-33.8
장기충당부채,,,,,,
이연법인세부채,159.3,174.5,174.4,173.5,174.1,0.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,0.6,,,,,
기타금융업부채,,,,,,
*이자발생부채,391.4,119.1,71.6,7.5,12.5,66.8
*순부채,335.5,-60.1,-263.6,-403.5,-478.0,-18.5
*CAPEX,54.9,20.0,86.0,78.2,48.1,-38.5
자본총계,"2,169.2","2,319.7","2,477.7","2,525.7","2,633.6",4.3
지배주주지분,"2,169.2","2,319.7","2,477.7","2,525.7","2,633.6",4.3
자본금,200.0,200.0,200.0,200.0,200.0,0.0
신종자본증권,,,,,,
자본잉여금,182.0,182.0,182.0,182.0,182.0,0.0
기타자본,0.0,0.0,0.0,-10.9,-39.9,-266.0
기타포괄이익누계액,2.0,0.1,-1.2,-0.5,-0.7,-33.5
이익잉여금,"1,785.2","1,937.5","2,096.8","2,155.1","2,292.2",6.4
*(지배)당기순이익,-52.7,172.9,180.2,83.5,158.6,89.8
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"12,000","12,000","12,000","12,000","12,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"4,000","4,000","4,000","4,000","4,000",0
보통주,"4,000","4,000","4,000","4,000","4,000",0
우선주,,,,,,
