,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SNT에너지,,11.29,-27.93,
1,매출액<당기>,"2,133","2,374","1,711",
2,매출액<전기>,,"2,133","2,374","1,711"
3,펼치기 기계,5.57,-1.68,19.05,11.59
4,매출액<당기>,"764,643","753,269","768,410","516,004"
5,매출액<전기>,"720,048","764,643","753,269","768,410"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
