,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LG유플러스,5.60,8.36,3.23,4.51
1,매출액<당기>,"123,820","134,176","138,511","144,761"
2,매출액<전기>,"117,257","123,820","134,176","138,511"
3,펼치기 통신서비스,4.84,2.68,3.94,3.78
4,매출액<당기>,"553,977","568,851","564,893","575,966"
5,매출액<전기>,"535,875","553,977","568,851","564,893"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
