,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 국보,24.51,23.39,-11.90,
1,매출액<당기>,891,"1,099",969,
2,매출액<전기>,716,891,"1,099",969
3,펼치기 운송,3.63,-10.83,31.67,18.88
4,매출액<당기>,"739,126","849,242","826,169","877,274"
5,매출액<전기>,"714,464","739,126","849,242","826,169"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
