,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 BGF,-39.53,15.74,33.93,11.43
1,매출액<당기>,"1,334","1,544","2,068","2,304"
2,매출액<전기>,"2,206","1,334","1,544","2,068"
3,펼치기 소매(유통),7.51,0.47,10.71,11.81
4,매출액<당기>,"761,435","755,225","832,296","862,488"
5,매출액<전기>,"711,556","761,435","755,225","832,296"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
