,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 국도화학,-12.43,1.00,39.24,
1,매출액<당기>,"11,214","11,327","15,771",
2,매출액<전기>,"12,806","11,214","11,327","15,771"
3,펼치기 화학,0.93,-1.33,38.87,20.33
4,매출액<당기>,"1,645,071","1,104,243","1,421,828","1,385,900"
5,매출액<전기>,"1,689,503","1,645,071","1,104,243","1,421,828"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
