,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 HDC현대산업개발,50.98,-12.96,-8.35,-3.66
1,매출액<당기>,"42,165","36,702","33,639","32,409"
2,매출액<전기>,"27,927","42,165","36,702","33,639"
3,"펼치기 건설,건축관련",-0.49,2.66,8.97,8.75
4,매출액<당기>,"1,231,672","1,161,867","1,329,837","1,041,248"
5,매출액<전기>,"1,235,972","1,231,672","1,161,867","1,329,837"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
