,항목,2021,2021,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK리츠,,,8.72,
1,매출액<당기>,,171,186,
2,매출액<전기>,,,171,186
3,펼치기 은행,-1.46,-1.46,-1.46,-1.18
4,매출액<당기>,"1,987,289","1,987,289","1,987,289","47,604"
5,매출액<전기>,"2,024,004","2,024,004","2,024,004","1,987,289"
6,펼치기 코스피,16.04,16.04,16.04,12.96
7,매출액<당기>,"29,244,221","29,244,221","29,244,221","26,647,666"
8,매출액<전기>,"25,228,013","25,228,013","25,228,013","29,244,221"
