,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 DB하이텍,20.64,15.92,29.79,29.54
1,매출액<당기>,"8,074","9,359","12,147","15,735"
2,매출액<전기>,"6,693","8,074","9,359","12,147"
3,펼치기 반도체,-8.94,5.21,20.74,19.98
4,매출액<당기>,"2,750,978","2,901,679","3,512,202","4,043,985"
5,매출액<전기>,"3,017,465","2,750,978","2,901,679","3,512,202"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
