,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 경방,-2.15,-4.26,16.44,
1,매출액<당기>,"3,439","3,292","3,834",
2,매출액<전기>,"3,514","3,439","3,292","3,834"
3,"펼치기 화장품,의류,완구",11.94,-5.62,15.60,7.98
4,매출액<당기>,"770,129","727,617","889,613","704,549"
5,매출액<전기>,"677,668","770,129","727,617","889,613"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
