,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 DB금융투자,16.88,59.01,-10.56,
1,매출액<당기>,"9,920","15,774","14,107",
2,매출액<전기>,"8,487","9,920","15,774","14,107"
3,펼치기 증권,23.05,34.03,5.49,-19.29
4,매출액<당기>,"756,491","1,053,063","1,459,272","319,486"
5,매출액<전기>,"616,858","756,491","1,053,063","1,459,272"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
