,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 JW홀딩스,0.37,7.34,0.95,
1,매출액<당기>,"7,281","7,815","7,889",
2,매출액<전기>,"7,254","7,281","7,815",841
3,펼치기 건강관리,12.76,14.44,15.39,10.73
4,매출액<당기>,"383,618","453,005","556,533","330,705"
5,매출액<전기>,"339,656","383,618","453,005","556,533"
6,펼치기 코스피,2.92,-0.39,16.04,12.96
7,매출액<당기>,"25,605,529","25,228,013","29,244,221","26,647,666"
8,매출액<전기>,"24,924,161","25,605,529","25,228,013","29,244,221"
