,NumMonth,AvgMoM,Prec,Recall,Accuracy,FScore,AltCostScore,IniAsset,FinalAsset,CAGR,MDD
0,3,-16.67,58.54700854700855,100.0,58.54700854700855,73.85444743935311,10.881727057631872,1000000,2148800.04,3.9227238258737085,73.72951980083397
1,3,16.67,61.74863387978142,82.48175182481752,59.82905982905983,70.625,10.699948151016745,1000000,2851649.7,5.412664900464459,48.05613860446898
2,3,50.0,61.74496644295302,67.15328467153284,56.41025641025641,64.33566433566433,4.086465116150608,1000000,1828593.3,3.0825917924912183,53.57710293367312
3,3,83.33,58.82352941176471,43.79562043795621,49.14529914529914,50.20920502092051,-2.804726698364552,1000000,1372487.22,1.6054743273903327,28.027587893401883
4,3,116.67,,0.0,41.452991452991455,,-10.881727057631872,1000000,1000000.0,0.0,0.0
5,6,-8.33,58.44155844155844,100.0,58.44155844155844,73.77049180327869,11.27912703595704,1000000,2293177.38,4.263227904650435,73.4665604028941
6,6,8.33,59.693877551020414,86.66666666666667,58.00865800865801,70.69486404833837,6.414531967794076,1000000,2271544.3200000003,4.213527477313628,56.96558068549391
7,6,25.0,60.65573770491803,82.22222222222221,58.44155844155844,69.81132075471697,8.237136504437423,1000000,2629792.18,4.984066410910093,48.978047
8,6,41.67,61.1764705882353,77.03703703703704,58.00865800865801,68.19672131147541,9.438854132372757,1000000,2818020.62,5.349779319540993,35.291624
9,6,58.33,61.64383561643836,66.66666666666666,56.27705627705628,64.05693950177935,7.728383373201241,1000000,2294669.4,4.266639280822648,35.847412
10,6,75.0,63.02521008403361,55.55555555555556,54.97835497835498,59.055118110236215,6.9022669933811525,1000000,2354108.54,4.400856339721515,22.139919292495826
11,6,91.67,58.75,34.81481481481482,47.61904761904761,43.720930232558146,-3.89670387590324,1000000,1345801.1600000001,1.5051673565122936,21.38363751171375
12,6,108.33,,0.0,41.55844155844156,,-11.27912703595704,1000000,1000000.0,0.0,0.0
13,9,-5.56,58.77192982456141,100.0,58.77192982456141,74.03314917127074,12.019762367857783,1000000,2487113.8400000003,4.689893280176927,67.55147424334945
14,9,5.56,58.91089108910891,88.80597014925374,57.01754385964912,70.83333333333333,5.148356543774257,1000000,2196688.16,4.038011714441958,55.171403000000005
15,9,16.67,60.20942408376963,85.82089552238806,58.333333333333336,70.76923076923077,8.924389192278731,1000000,2560640.0,4.843433817693343,42.076409
16,9,27.78,60.893854748603346,81.34328358208955,58.333333333333336,69.64856230031948,9.839575308463822,1000000,2777354.52,5.272775652078154,33.97275622511732
17,9,38.89,59.411764705882355,75.3731343283582,55.26315789473685,66.44736842105263,5.1295775553463425,1000000,2063644.84,3.7115546112442166,36.95387300831587
18,9,50.0,61.53846153846154,71.64179104477611,57.01754385964912,66.20689655172413,11.499224847884637,1000000,3358474.8800000004,6.283691492373444,24.51850216853183
19,9,61.11,61.80555555555556,66.4179104477612,56.14035087719298,64.02877697841727,13.260058322548291,1000000,3682528.64,6.777306317549514,30.07276574827834
20,9,72.22,63.565891472868216,61.19402985074627,56.57894736842105,62.3574144486692,13.580468683297337,1000000,3552646.3600000003,6.584615992415732,22.77165650057493
21,9,83.33,62.727272727272734,51.49253731343284,53.50877192982456,56.55737704918033,4.013805200429814,1000000,2143700.04,3.9103024352415305,22.399758037695086
22,9,94.44,59.210526315789465,33.582089552238806,47.368421052631575,42.857142857142854,-5.335455025082904,1000000,1271518.98,1.2156743106425782,26.39455355896752
23,9,105.56,,0.0,41.228070175438596,,-12.019762367857783,1000000,1000000.0,0.0,0.0
24,9,116.67,,0.0,41.228070175438596,,-12.019762367857783,1000000,1000000.0,0.0,0.0
25,12,-4.17,59.111111111111114,100.0,59.111111111111114,74.30167597765363,14.56664805918178,1000000,3022614.1,5.721857747364467,59.955373
26,12,4.17,59.22330097087378,91.72932330827066,57.77777777777777,71.97640117994099,8.344509892188466,1000000,2817294.62,5.348413872661206,55.171403000000005
27,12,12.5,60.204081632653065,88.7218045112782,58.666666666666664,71.73252279635258,10.091841982218725,1000000,3046030.14,5.762906370834742,42.076409
28,12,20.83,60.317460317460316,85.71428571428571,58.22222222222222,70.80745341614907,10.069929115366403,1000000,3074278.22,5.812028650504253,33.970528838583824
29,12,29.17,59.11602209944752,80.45112781954887,55.55555555555556,68.15286624203821,6.009527890702479,1000000,2405804.64,4.51499762846217,36.95621646182147
30,12,37.5,60.588235294117645,77.44360902255639,56.888888888888886,67.98679867986799,9.818916751834085,1000000,2863851.72,5.43530837535382,33.36943664639909
31,12,45.83,61.875,74.43609022556392,57.77777777777777,67.57679180887372,10.40905991395682,1000000,3325296.8000000003,6.230625414969038,25.711429852444745
32,12,54.17,61.43790849673203,70.67669172932331,56.44444444444444,65.73426573426573,9.330182690136198,1000000,3304143.7600000002,6.196529448712784,26.44357815079853
33,12,62.5,62.83783783783784,69.92481203007519,57.77777777777777,66.19217081850533,10.479978028203343,1000000,3491054.2,6.490888994236643,24.123027580430026
34,12,70.83,61.48148148148148,62.40601503759399,54.666666666666664,61.94029850746268,5.822783498402572,1000000,2541418.98,4.803703912098722,31.22664658918863
35,12,79.17,64.75409836065575,59.3984962406015,56.888888888888886,61.96078431372549,8.581781245757131,1000000,2845173.7,5.400609883799268,22.263226946291923
36,12,87.5,62.264150943396224,49.62406015037594,52.44444444444445,55.23012552301255,-1.5405622667253343,1000000,1747544.12,2.8477774598417938,22.15693678776286
37,12,95.83,58.9041095890411,32.33082706766917,46.666666666666664,41.74757281553398,-9.013663843354562,1000000,1218214.86,0.9978632779524155,27.942767834777694
38,12,104.17,,0.0,40.88888888888889,,-14.56664805918178,1000000,1000000.0,0.0,0.0
