,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 BNK금융지주,-11.75,-34.56,-3.23,-11.52
1,은행대비,-12.73,-21.19,-7.67,-20.11
2,코스피대비,-20.20,-76.36,-50.16,-40.03
3,은행,0.98,-13.37,4.44,8.59
4,코스피,8.45,41.80,46.94,28.51
