,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SK증권,-36.51,-16.11,4.60,-13.91
1,증권대비,-55.74,-49.03,-43.09,-40.08
2,코스피대비,-44.96,-57.91,-42.34,-42.42
3,증권,19.23,32.92,47.69,26.17
4,코스피,8.45,41.80,46.94,28.51
