,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 JW홀딩스,-23.58,-27.84,-56.30,-50.44
1,건강관리대비,-43.62,-155.22,-120.22,-80.07
2,코스피대비,-32.03,-69.64,-103.24,-78.95
3,건강관리,20.04,127.38,63.92,29.63
4,코스피,8.45,41.80,46.94,28.51
