,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경농,95.69,106.90,111.21,119.83
1,화학대비,102.06,17.73,28.18,61.89
2,코스피대비,87.24,65.10,64.27,91.32
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
