,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 금호석유,-5.49,76.83,102.44,80.49
1,화학대비,0.88,-12.33,19.41,22.55
2,코스피대비,-13.94,35.03,55.50,51.98
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
