,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SK텔레콤,6.25,6.25,29.24,36.16
1,통신서비스대비,2.32,8.40,13.50,11.24
2,코스피대비,-2.20,-35.55,-17.70,7.65
3,통신서비스,3.93,-2.15,15.74,24.92
4,코스피,8.45,41.80,46.94,28.51
