,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경인양행,55.11,41.08,39.08,42.48
1,화학대비,61.48,-48.08,-43.95,-15.45
2,코스피대비,46.66,-0.72,-7.86,13.97
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
