,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경동인베스트,-48.51,-56.16,-50.33,-49.14
1,에너지대비,-51.46,-61.96,-72.34,-70.35
2,코스피대비,-56.96,-97.96,-97.27,-77.65
3,에너지,2.95,5.80,22.00,21.21
4,코스피,8.45,41.80,46.94,28.51
