,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 BYC,-40.43,-27.83,13.48,10.83
1,"화장품,의류,완구대비",-35.11,-26.38,21.62,32.52
2,코스피대비,-48.88,-69.63,-33.46,-17.68
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
