,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SK,14.16,4.79,9.37,6.75
1,"상사,자본재대비",25.48,9.72,14.00,11.13
2,코스피대비,5.71,-37.00,-37.57,-21.76
3,"상사,자본재",-11.32,-4.93,-4.63,-4.38
4,코스피,8.45,41.80,46.94,28.51
