,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LF,-14.15,-31.79,-19.95,-10.44
1,"화장품,의류,완구대비",-8.83,-30.34,-11.81,11.25
2,코스피대비,-22.60,-73.58,-66.89,-38.95
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
