,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 TBH글로벌,-68.39,-79.89,-74.08,-77.24
1,"화장품,의류,완구대비",-63.07,-78.43,-65.94,-55.55
2,코스피대비,-76.84,-121.68,-121.02,-105.75
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
