,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 F&F홀딩스,541.83,383.67,90.83,38.40
1,"화장품,의류,완구대비",547.15,385.12,98.97,60.09
2,코스피대비,533.39,341.87,43.89,9.88
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
