,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 STX중공업,-98.37,-97.94,-97.47,-97.42
1,조선대비,-114.26,-109.08,-97.02,-105.34
2,코스피대비,-106.82,-139.74,-144.41,-125.93
3,조선,15.89,11.14,-0.45,7.92
4,코스피,8.45,41.80,46.94,28.51
