,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KPX홀딩스,-17.33,-8.21,-3.50,-6.84
1,화학대비,-10.95,-97.37,-86.53,-64.77
2,코스피대비,-25.77,-50.00,-50.43,-35.35
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
