,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 국보,39.86,3.68,-9.82,-29.64
1,운송대비,41.95,-33.56,-68.51,-102.08
2,코스피대비,31.41,-38.12,-56.76,-58.15
3,운송,-2.09,37.24,58.69,72.44
4,코스피,8.45,41.80,46.94,28.51
