,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 NICE,18.75,10.51,-9.09,-6.25
1,"상사,자본재대비",30.07,15.44,-4.46,-1.87
2,코스피대비,10.30,-31.29,-56.03,-34.76
3,"상사,자본재",-11.32,-4.93,-4.63,-4.38
4,코스피,8.45,41.80,46.94,28.51
