,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LG화학,21.65,215.71,135.63,95.40
1,화학대비,28.02,126.55,52.60,37.47
2,코스피대비,13.20,173.91,88.69,66.89
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
