,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 광명전기,-30.06,-38.34,-21.17,11.81
1,기계대비,-6.55,-34.09,-25.21,7.82
2,코스피대비,-38.51,-80.14,-68.10,-16.70
3,기계,-23.51,-4.25,4.05,3.99
4,코스피,8.45,41.80,46.94,28.51
