,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 국동,-64.33,21.32,-21.00,-39.05
1,"화장품,의류,완구대비",-59.01,22.77,-12.86,-17.36
2,코스피대비,-72.78,-20.48,-67.94,-67.56
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
