,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KPX케미칼,-6.40,-7.58,-9.76,-12.46
1,화학대비,-0.02,-96.74,-92.80,-70.39
2,코스피대비,-14.85,-49.37,-56.70,-40.97
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
