,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SK아이이테크놀로지,,,8.74,-24.27
1,IT가전대비,,,-1.46,-15.19
2,코스피대비,,,15.96,-5.42
3,IT가전,-57.05,-4.17,10.20,-9.08
4,코스피,-31.52,-10.47,-7.22,-18.86
