,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SJM홀딩스,-38.03,-41.57,-28.45,-29.12
1,자동차대비,-24.38,-55.43,-54.34,-42.52
2,코스피대비,-46.48,-83.37,-75.39,-57.63
3,자동차,-13.65,13.86,25.90,13.40
4,코스피,8.45,41.80,46.94,28.51
