,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 강원랜드,-17.20,-34.27,-32.73,-21.96
1,"호텔,레저서비스대비",-22.78,-26.62,-28.80,-20.20
2,코스피대비,-25.65,-76.06,-79.67,-50.47
3,"호텔,레저서비스",5.58,-7.64,-3.93,-1.76
4,코스피,8.45,41.80,46.94,28.51
