,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경인전자,-8.65,11.09,63.19,21.51
1,IT가전대비,-65.23,-238.26,-238.54,-209.93
2,코스피대비,-17.10,-30.71,16.25,-7.00
3,IT가전,56.58,249.34,301.73,231.44
4,코스피,8.45,41.80,46.94,28.51
