,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LS,-19.39,20.40,-8.77,0.84
1,기계대비,4.12,24.65,-12.82,-3.14
2,코스피대비,-27.84,-21.39,-55.71,-27.67
3,기계,-23.51,-4.25,4.05,3.99
4,코스피,8.45,41.80,46.94,28.51
