,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KG스틸,-82.13,-73.42,-75.72,-59.11
1,철강대비,-63.63,-67.83,-76.29,-64.23
2,코스피대비,-90.58,-115.22,-122.65,-87.62
3,철강,-18.50,-5.59,0.58,5.13
4,코스피,8.45,41.80,46.94,28.51
