,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LG디스플레이,-48.33,-41.02,-21.78,-44.83
1,디스플레이대비,-12.15,-17.76,-17.26,-18.02
2,코스피대비,-56.78,-82.82,-68.72,-73.34
3,디스플레이,-36.18,-23.26,-4.52,-26.81
4,코스피,8.45,41.80,46.94,28.51
