,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 HDC현대산업개발,-66.07,-62.77,-67.33,-80.38
1,"건설,건축관련대비",-37.09,-38.65,-53.10,-62.81
2,코스피대비,-55.09,-79.16,-87.94,-85.87
3,"건설,건축관련",-28.98,-24.12,-14.23,-17.57
4,코스피,-10.98,16.39,20.61,5.48
