,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SGC에너지,-54.48,-41.42,-29.40,-27.39
1,에너지대비,-57.43,-47.22,-51.40,-48.60
2,코스피대비,-62.93,-83.22,-76.34,-55.90
3,에너지,2.95,5.80,22.00,21.21
4,코스피,8.45,41.80,46.94,28.51
