,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 DB금융투자,30.71,43.67,103.09,89.20
1,증권대비,11.48,10.75,55.39,63.03
2,코스피대비,22.26,1.88,56.15,60.69
3,증권,19.23,32.92,47.69,26.17
4,코스피,8.45,41.80,46.94,28.51
