,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 MH에탄올,-22.28,6.46,29.11,33.54
1,필수소비재대비,-6.20,20.00,44.07,49.69
2,코스피대비,-30.73,-35.34,-17.82,5.03
3,필수소비재,-16.08,-13.54,-14.95,-16.15
4,코스피,8.45,41.80,46.94,28.51
