,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 극동유화,5.35,5.66,20.80,29.82
1,에너지대비,2.40,-0.14,-1.21,8.61
2,코스피대비,-3.10,-36.14,-26.14,1.30
3,에너지,2.95,5.80,22.00,21.21
4,코스피,8.45,41.80,46.94,28.51
