,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 E1,-22.97,-28.79,-23.13,-21.13
1,유틸리티대비,10.38,6.53,9.90,9.34
2,코스피대비,-31.42,-70.59,-70.06,-49.64
3,유틸리티,-33.35,-35.32,-33.03,-30.48
4,코스피,8.45,41.80,46.94,28.51
