,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 HDC,-76.55,-76.55,-77.83,-84.74
1,"건설,건축관련대비",-62.03,-67.88,-81.05,-83.95
2,코스피대비,-85.00,-118.35,-124.77,-113.26
3,"건설,건축관련",-14.53,-8.67,3.23,-0.80
4,코스피,8.45,41.80,46.94,28.51
