,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SIMPAC,-37.87,-47.89,35.23,72.78
1,기계대비,-14.36,-43.64,31.18,68.80
2,코스피대비,-46.32,-89.69,-11.71,44.27
3,기계,-23.51,-4.25,4.05,3.99
4,코스피,8.45,41.80,46.94,28.51
