,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 경동나비엔,8.25,21.02,27.53,8.71
1,"화장품,의류,완구대비",13.57,22.47,35.67,30.40
2,코스피대비,-0.20,-20.78,-19.41,-19.80
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
