,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 AK홀딩스,-38.21,-55.09,-65.54,-64.55
1,화학대비,-31.84,-144.25,-148.57,-122.49
2,코스피대비,-46.66,-96.89,-112.47,-93.07
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
