,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KR모터스,-78.43,-72.94,-79.38,-81.12
1,자동차대비,-64.78,-86.80,-105.28,-94.53
2,코스피대비,-86.88,-114.74,-126.32,-109.63
3,자동차,-13.65,13.86,25.90,13.40
4,코스피,8.45,41.80,46.94,28.51
