,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 DL,3.90,-4.71,-30.08,-27.10
1,화학대비,10.28,-93.87,-113.11,-85.03
2,코스피대비,-4.55,-46.50,-77.02,-55.61
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
