,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 GKL,-4.89,-18.34,-35.70,-28.85
1,"호텔,레저서비스대비",-10.47,-10.69,-31.77,-27.09
2,코스피대비,-13.34,-60.14,-82.64,-57.36
3,"호텔,레저서비스",5.58,-7.64,-3.93,-1.76
4,코스피,8.45,41.80,46.94,28.51
