,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LG유플러스,24.02,2.62,18.78,19.65
1,통신서비스대비,20.09,4.77,3.04,-5.27
2,코스피대비,15.57,-39.18,-28.16,-8.86
3,통신서비스,3.93,-2.15,15.74,24.92
4,코스피,8.45,41.80,46.94,28.51
