,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 KB금융,11.33,1.40,28.50,36.21
1,은행대비,10.35,14.77,24.06,27.63
2,코스피대비,2.88,-40.40,-18.43,7.70
3,은행,0.98,-13.37,4.44,8.59
4,코스피,8.45,41.80,46.94,28.51
