,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 LG생활건강,47.14,89.03,28.00,-19.02
1,"화장품,의류,완구대비",52.46,90.48,36.15,2.67
2,코스피대비,38.69,47.23,-18.93,-47.53
3,"화장품,의류,완구",-5.32,-1.45,-8.14,-21.69
4,코스피,8.45,41.80,46.94,28.51
