,항목,2019,2020,2021,2022 연간컨센서스닫기
0,펼치기 SH에너지화학,-35.24,-46.98,-38.22,-25.71
1,화학대비,-28.87,-136.15,-121.25,-83.65
2,코스피대비,-43.69,-88.78,-85.16,-54.23
3,화학,-6.37,89.16,83.03,57.93
4,코스피,8.45,41.80,46.94,28.51
